nome,genero,data_nascimento,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto
ROGÉRIO CORREIA DE MOURA BAPTISTA,M,11/01/1958,88,0,4,56,0,12,0,299970.55,24911.46,32959.38,35823.09,33558.57,39922.11,30506.71,29548.85,32578.63,29350.52,10811.23,0.0,,1115255.8499999999,111550.47,111550.47,111492.96,111586.89,111322.71,111550.47,111550.47,111550.47,111550.47,111550.47,,,33763.0
VALDIR LUIZ ROSSONI,M,23/11/1952,42,6,13,0,0,1,0,175496.02,38434.25,41023.76,24376.55,39059.07,29171.19,2729.46,,,,701.74,0.0,,1081591.49,104548.41,95995.0,105599.4,106533.93,111453.14,111617.11,111593.8,111416.9,111416.9,111416.9,,,33763.0
RUBENS BUENO,M,23/05/1948,91,0,1,65,0,6,0,264622.72000000003,8067.94,32116.2,31184.36,37095.34,57749.32,33151.06,34635.51,8556.44,14471.08,7256.76,338.71,,1095692.9400000002,111253.23,111253.23,106987.97,108825.69,110646.65,110646.65,110646.65,109798.8,106891.9,108742.17,,,33763.0
RUBENS PEREIRA E SILVA JUNIOR,M,18/03/1984,92,0,0,35,0,16,0,356112.25000000006,33232.76,43788.65,49953.73,46779.13,45113.71,44355.44,12257.09,27387.79,27391.12,25830.93,21.9,,1112962.7399999998,111380.59,110819.94,111380.59,111365.22,111194.31,111380.59,111099.21,111380.59,111393.12,111568.58,,,33763.0
RUBENS OTONI GOMIDE,M,06/02/1956,75,5,12,11,2,19,0,300711.49,32770.27,38194.47,41561.05,46402.99,41744.76,29613.6,32364.01,12903.41,6401.63,18755.3,0.0,,1113548.29,111544.41,111544.41,111544.41,111544.41,111501.56,111004.56,111429.17,111429.17,111429.17,110577.02,,,33763.0
RUI GOETHE DA COSTA FALCÃO,M,26/11/1943,87,0,5,46,0,9,0,303728.08999999997,34561.93,52337.32,42161.06,44047.45,41707.8,30798.56,25457.29,16247.47,11501.64,4594.84,312.73,,1111143.2100000002,111162.3,111162.3,111162.3,111162.3,110682.51,111162.3,111162.3,111162.3,111162.3,111162.3,,,33763.0
SAMUEL MOREIRA DA SILVA JUNIOR,M,09/02/1963,88,3,1,45,2,3,0,285184.25999999995,18924.07,25557.73,40933.34,50610.63,38706.58,35099.02,21805.45,22925.53,7648.25,22973.66,0.0,,1071296.5799999998,110903.38,104766.87,107428.02,108475.26,109925.19,106920.4,110435.32,105277.21,100395.58,106769.35,,,33763.0
SANDRO ALEX CRUZ DE OLIVEIRA,M,25/11/1972,65,0,3,35,0,13,0,180454.36999999997,,,,31017.32,47899.43,24298.17,37183.26,10998.8,4916.86,23515.41,625.12,,637942.05,0.0,0.0,0.0,69926.13,87036.26,87826.98,94352.24,97459.5,97459.5,103881.44,,,33763.0
RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,M,17/08/1970,79,12,1,17,9,8,2,298537.83,20866.77,42973.86,56349.51,42187.85,35887.63,21876.48,14050.68,4363.86,559.91,59100.48,320.8,,1113165.15,111550.47,111395.79,111180.85,111301.37,111550.47,111320.37,110214.42,111550.47,111550.47,111550.47,,,33763.0
WOLNEY QUEIROZ MACIEL,M,12/12/1972,82,10,0,2,5,33,0,270763.67,15044.01,23566.54,35336.53,30994.45,66224.67,21880.28,15898.6,18340.68,27414.61,15928.08,135.22,,1115321.9999999998,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,111532.2,,,33763.0
JOSÉ WILSON SANTIAGO,M,10/06/1957,83,4,5,4,1,31,0,317146.92999999993,30349.27,31771.02,37471.51,42306.88,41459.58,17270.03,59218.14,39103.16,6056.23,11543.92,597.19,,1113534.5699999998,111538.45,111556.03,110472.05,111429.07,111316.59,111277.46,111311.9,111544.34,111544.34,111544.34,,,33763.0
UBIRATAN ANTUNES SANDERSON,M,01/12/1969,89,1,2,61,0,17,0,366762.57,37912.59,40802.71,53845.45,35943.44,48706.99,42505.85,39027.03,29437.05,28130.75,9907.64,543.07,,1099778.4000000001,107480.38,107480.38,109483.26,111119.86,111119.86,110913.82,107219.92,111653.64,111653.64,111653.64,,,33763.0
JOSÉ CARLOS NUNES JÚNIOR,M,26/05/1955,77,15,0,1,0,0,1,358108.52999999997,34876.44,34076.57,52451.67,56019.27,49235.77,38194.51,39063.35,26889.26,22924.56,3359.81,1017.32,,1100240.21,111046.99,111046.99,111103.15,106832.08,111043.48,110100.74,111389.82,109743.83,107342.4,110590.73,,,33763.0
SÉRGIO LUÍS LACERDA BRITO,M,08/06/1961,69,10,13,6,4,20,0,346032.56,45663.6,42654.52,52570.85,42077.69,38621.82,34830.22,44740.63,15255.91,11831.58,16539.03,1246.71,,1114170.62,111512.47,111637.96,111607.2,111538.25,111538.25,111179.96,111280.54,111378.74,111647.19,110850.06,,,33763.0
GILSON CARDOSO FAHUR,M,06/11/1963,92,0,0,27,0,2,0,234354.10000000003,26338.65,13404.82,31325.22,52086.32,24388.06,22309.23,29172.8,14543.32,12015.5,7356.54,1413.64,,703510.23,66705.81,69549.81,73341.81,73341.81,73341.81,73341.81,73341.81,67133.94,66705.81,66705.81,,,33763.0
SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,M,31/08/1968,61,31,0,2,10,9,0,368210.8399999999,32611.71,61997.85,45761.75,50783.9,40852.42,33153.1,37014.05,32841.73,22279.93,10154.47,759.93,,1105562.3199999998,111550.4,111550.4,111151.62,108271.62,111550.4,111283.71,107107.52,111550.44,111475.23,110070.98,,,33763.0
SERGIO DE SOUZA,M,13/03/1971,84,4,4,20,0,0,1,356816.75999999995,44666.86,38116.97,56387.62,38979.42,53792.86,36334.73,28323.07,27848.37,7279.42,25087.44,0.0,,1083098.4400000002,103465.18,111598.82,111598.82,108459.16,95170.25,107026.01,111202.02,111526.06,111526.06,111526.06,,,33763.0
JOSÉ CERQUEIRA DE SANTANA NETO,M,30/03/1964,83,6,3,54,0,7,0,327359.38000000006,50626.31,24451.08,44445.51,53822.92,32644.89,40002.57,24693.2,26270.76,8182.14,22220.0,0.0,,1072580.2799999998,107824.82,108164.81,106195.45,109255.7,107442.69,107878.99,106497.6,106497.6,106497.6,106325.02,,,33763.0
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,M,21/06/1978,75,10,7,9,4,22,0,355256.89,38322.57,33224.73,52793.19,47568.26,57184.71,29897.6,36352.08,15418.42,9617.4,34877.93,0.0,,1089445.6500000001,111077.16,111077.16,107757.43,108634.49,107404.64,103768.48,108159.53,108272.04,111647.36,111647.36,,,33763.0
JOSE VITOR DE RESENDE AGUIAR,M,01/11/1984,73,16,3,26,12,15,2,230560.33,26074.83,41836.76,29417.95,31715.89,26392.47,27638.6,9780.96,4941.65,5612.06,27149.16,0.0,,1112005.71,111586.81,108697.96,111507.97,111507.97,111165.15,111507.97,111507.97,111507.97,111507.97,111507.97,,,33763.0
JOSÉ SILVA SOARES,M,11/05/1963,81,4,7,46,6,42,1,272945.3,13589.72,23281.74,58030.74,45654.35,51011.56,24752.96,20633.31,16662.24,7130.92,12197.76,0.0,,1088859.17,108014.11,108014.11,107883.21,103238.92,108831.65,109953.6,109039.66,111653.63,111653.63,110576.65,,,33763.0
SOSTENES SILVA CAVALCANTE,M,16/01/1975,90,1,1,22,3,50,0,282852.51,32645.07,36686.76,37385.24,34187.85,42574.72,33422.21,27180.57,16640.69,10097.79,11563.72,467.89,,1110795.89,111471.63,111471.65,110392.32,109919.18,110901.44,110898.63,111435.26,111435.26,111435.26,111435.26,,,33763.0
SILAS CÂMARA,M,15/12/1962,68,16,8,14,16,19,0,368160.41000000003,53511.75,30068.31,89746.79,49917.31,26361.91,26004.72,3334.78,49845.67,36031.91,3337.26,0.0,,1074101.37,110677.96,110638.64,109858.49,104374.6,104374.6,105000.6,106461.25,107232.58,107789.66,107692.99,,,33763.0
SERGIO TOLEDO DE ALBUQUERQUE,M,29/01/1962,47,44,1,1,20,1,0,285443.14999999997,30247.71,39363.12,39439.74,40960.33,29762.44,19142.21,17310.55,25965.33,22299.28,20952.44,0.0,,1115988.9,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,111598.89,,,33763.0
SIDNEY RICARDO DE OLIVEIRA LEITE,M,08/04/1967,,,,,,,0,269893.45,8648.68,35886.24,88152.88,30161.65,54238.48,27619.45,17293.5,2933.41,2.45,4750.0,206.71,,1106747.78,111580.83,110906.22,107595.38,111325.25,111241.15,111562.02,111659.67,111659.67,111591.32,107626.27,,,33763.0
SEVERINO DE LIRA PESSÔA,M,06/02/1970,79,6,7,13,2,16,0,347869.75,56448.73,40975.67,38983.26,51480.91,46528.02,20039.0,12962.54,10449.32,2.3,70000.0,0.0,,1087308.07,107456.07,107456.07,110847.44,108039.99,109624.62,110681.41,110195.41,109900.71,111249.56,101856.79,,,33763.0
LUIZ GONZAGA RIBEIRO,M,31/05/1962,86,3,3,95,2,15,0,321138.70999999996,22268.14,23219.41,37183.66,43427.86,54538.56,30205.1,35399.21,27745.12,24901.42,21907.68,342.55,,1107163.3099999998,111544.49,111544.49,111535.88,111461.97,110137.2,109363.2,110137.2,110137.2,110137.2,111164.48,,,33763.0
SILVIO SERAFIM COSTA FILHO,M,05/03/1982,80,6,6,31,2,6,0,393355.25,30879.38,33467.56,50370.63,44280.75,48544.47,36480.91,35984.13,48988.28,27163.19,37195.95,0.0,,1114520.69,111550.59,111550.59,111327.92,111550.59,110788.05,111550.59,111550.59,111550.59,111550.59,111550.59,,,33763.0
STEFANO AGUIAR DOS SANTOS,M,03/03/1976,75,10,7,7,7,9,0,285738.02999999997,32277.66,34395.67,41449.67,37761.02,36140.38,32186.87,29189.44,19927.58,17465.41,4443.71,500.62,,1105220.1600000001,111507.96,111507.96,111507.96,111507.96,111507.96,109724.62,109724.62,109724.62,109724.62,108781.88,,,33763.0
FRANCISCO TADEU BARBOSA DE ALENCAR,M,08/04/1963,82,9,1,43,15,39,0,369922.7300000001,32161.87,34787.81,47035.48,52313.5,53943.06,36506.38,38165.37,27985.97,34985.4,11319.38,718.51,,913256.0299999998,82100.84,82100.84,82100.84,82100.84,83823.55,94672.9,99931.87,102657.96,102657.96,101108.43,,,33763.0
FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,M,01/05/1965,69,21,2,4,8,8,0,191016.33000000002,10744.18,20999.68,20819.91,22736.94,28371.73,25748.36,27555.21,15056.32,13606.42,5377.58,0.0,,1094487.9000000001,111143.93,111143.93,111048.44,111598.88,111598.88,111598.88,111598.88,105364.04,104696.02,104696.02,,,33763.0
TÚLIO GADÊLHA SALES DE MELO,M,12/11/1987,84,8,0,53,16,61,0,378962.88,22201.56,33060.63,55862.54,51086.03,59826.44,34741.72,31903.99,31005.22,24904.26,33878.06,492.43,,1104734.6199999999,111435.4,110985.67,111288.65,110232.48,111665.84,110955.1,108096.17,108686.96,111593.09,109795.26,,,33763.0
TIAGO LIMA MITRAUD DE CASTRO LEITE,M,15/08/1986,92,0,0,107,0,7,0,27647.47,3566.57,3135.34,2309.4,2560.68,8067.83,4398.55,2855.86,216.89,191.77,344.58,0.0,,408211.46,34798.86,31959.96,43996.79,52593.1,55384.47,56148.88,53361.59,43944.69,14691.41,21331.71,,,33763.0
ULDURICO ALENCAR PINTO,M,30/01/1992,77,9,6,5,5,13,0,391674.98999999993,5676.51,39129.5,29853.85,79759.43,19410.55,25244.16,35620.95,73478.81,37352.03,82.46,46066.74,,1096172.61,109183.02,109663.55,110707.3,109378.89,108692.27,109378.89,109378.89,109378.89,110140.36,110270.55,,,33763.0
Tiago Dimas Braga Pereira,M,04/08/1988,89,0,3,9,0,1,0,339544.34,25207.06,42885.58,64235.29,54312.34,20107.35,27029.27,25908.66,11604.28,48026.14,14528.62,5699.75,,1093177.33,111006.97,109190.74,109190.74,109190.74,108805.07,110517.32,111287.52,109789.26,103714.49,110484.48,,,33763.0
CARLOS TITO MARQUES CORDEIRO,M,17/11/1976,92,0,0,27,0,7,0,277582.97000000003,30501.3,31777.19,27564.37,31159.96,81946.39,12029.6,20240.56,18796.03,10779.49,12788.08,0.0,,1115576.5500000003,111587.05,111587.05,111587.05,111564.01,111498.03,111550.67,111550.67,111550.67,111550.67,111550.68,,,33763.0
ANTONIO WANDSCHEER,M,31/08/1950,81,4,7,3,0,2,0,305031.19999999995,41777.79,39307.55,48754.02,48076.79,33128.88,24222.67,17864.61,13310.97,6776.98,31802.06,8.88,,1090237.69,111665.71,111665.71,111665.71,111665.71,106352.43,103305.77,105808.24,109253.63,109427.39,109427.39,,,33763.0
FRANCISCO VAIDON OLIVEIRA,M,02/04/1975,54,4,3,3,2,8,0,211367.31,23778.48,42615.45,43405.02,40762.03,60084.33,222.0,,,,200.0,300.0,,1095274.98,111635.46,110860.77,111028.88,109585.62,105419.03,105124.91,111562.77,111562.77,111562.77,106932.0,,,33763.0
VANDER LUIZ DOS SANTOS LOUBET,M,22/01/1964,87,3,2,13,1,9,0,316540.6,49425.1,33639.23,37451.17,39976.96,41545.38,38451.69,27215.78,9051.5,4247.41,34985.54,550.84,,1102777.7500000002,107579.85,107298.47,107298.47,110642.16,111659.8,111659.8,111659.8,111659.8,111659.8,111659.8,,,33763.0
VALMIR CARLOS DA ASSUNÇÃO,M,17/12/1964,83,7,2,13,2,9,0,360983.19999999995,44395.14,45660.0,44131.6,48258.75,36050.94,38814.68,34071.61,34806.12,17856.95,16825.48,111.93,,1102047.27,111617.19,111617.19,111476.5,111617.19,111617.19,110585.18,104425.66,106305.67,111392.75,111392.75,,,33763.0
VANDERLEI MACRIS,M,20/05/1950,83,4,5,24,5,10,0,387000.21,58359.31,41010.69,35983.56,33429.65,34362.74,43973.37,39405.44,37712.64,27149.77,35230.92,382.12,,1100112.8,109269.77,108453.91,111586.33,111659.71,111659.71,111659.71,107850.57,109854.64,109269.77,108848.68,,,33763.0
WAGNER BACH MARTINS,M,03/06/1982,82,2,8,16,6,10,0,237492.49,13175.53,18160.99,85161.64,31772.02,23536.01,37453.18,15004.74,9785.52,2972.47,470.39,0.0,,1110283.01,111032.85,108426.5,110051.36,111574.66,111574.66,111324.34,111574.66,111574.66,111574.66,111574.66,,,33763.0
NELSI COGUETTO MARIA,M,01/03/1959,85,3,4,16,0,3,0,355234.84,40396.46,36014.91,46849.79,40603.35,52721.83,37782.35,27881.3,18738.35,27472.39,25059.43,1714.68,,1097570.3499999999,110519.15,108830.28,109428.11,104631.08,109592.25,110331.11,110331.11,110588.22,111659.52,111659.52,,,33763.0
VICENTE PAULO DA SILVA,M,08/04/1956,83,7,2,19,2,14,0,294730.15,13501.99,33730.27,71585.86,35951.02,45465.67,34562.44,36569.02,17307.06,5656.42,400.4,0.0,,1115080.2,111508.02,111508.02,111508.02,111508.02,111508.02,111508.02,111508.02,111508.02,111508.02,111508.02,,,33763.0
VICENTE ALVES DE OLIVEIRA JUNIOR,M,11/04/1985,69,0,23,15,0,23,0,407540.1,37276.44,39572.89,42368.97,39808.6,30327.75,41871.0,42317.27,33618.36,50378.82,50000.0,0.0,,1070076.3800000001,111477.7,110881.51,111497.27,111034.88,111354.02,111014.26,108081.62,98361.27,100031.52,96342.33,,,33763.0
VILSON LUIZ DA SILVA,M,01/05/1957,88,3,1,59,2,2,0,244199.01999999996,13864.38,12202.47,12981.84,35640.68,38383.43,48646.12,35184.8,19061.99,16192.22,11829.03,212.06,,1038806.0700000001,100801.9,100801.9,99965.01,103710.64,110925.72,105055.83,105194.9,109355.65,108535.78,94458.74,,,33763.0
VINICIUS RAPOZO DE CARVALHO,M,07/01/1966,79,13,0,9,5,10,1,334073.79000000004,41672.56,39581.43,57042.94,42691.74,36753.2,39290.07,35365.86,18744.31,15161.03,7367.26,403.39,,1063351.7600000002,103616.36,103616.36,103616.36,103616.36,104709.37,105399.7,107051.56,110786.16,110786.16,110153.37,,,33763.0
VINICIUS LAZZER POIT,M,31/01/1986,86,5,1,25,4,4,0,170973.90000000002,18431.82,19119.82,20091.36,22529.2,18953.4,13634.91,18453.31,20492.33,19267.75,0.0,0.0,,653485.14,68524.6,67693.7,68191.96,63479.21,70848.78,70848.78,70848.78,56804.65,51380.32,64864.36,,,33763.0
VINICIUS MEDEIROS FARAH,M,21/06/1965,47,3,18,12,5,29,0,199881.08,,,,8158.18,63507.53,16857.35,26990.19,4635.32,3.53,79047.89,681.09,,685910.0099999999,0.0,0.0,0.0,55157.49,80703.13,106463.12,111562.45,109355.91,111374.46,111293.45,,,33763.0
VITOR LIPPI,M,18/05/1959,89,0,3,31,0,12,0,318109.7,24259.78,32569.74,36922.21,49406.16,47864.03,26402.16,27593.94,26251.12,26683.06,19959.5,198.0,,1029677.8,101487.37,101487.37,102816.16,107061.86,107511.9,107668.44,100367.15,100425.85,100425.85,100425.85,,,33763.0
WELITON FERNANDES PRADO,M,24/08/1975,90,2,0,96,8,23,0,215735.14,45629.83,47215.79,38327.43,43865.45,23458.59,9586.59,1947.66,5313.92,389.88,0.0,0.0,,1100802.77,103167.75,108917.52,111253.88,110595.57,111288.73,111345.91,110034.83,111544.46,111082.65,111571.47,,,33763.0
WALTER PEREIRA ALVES,M,27/02/1980,77,8,7,9,4,8,0,317645.88,16275.45,52068.25,43693.12,58063.77,58625.31,36037.87,19606.3,21869.88,3382.11,7812.68,211.14,,1110706.6099999999,109243.61,110758.36,111338.08,111338.08,111338.08,111338.08,111338.08,111338.08,111338.08,111338.08,,,33763.0
WALDENOR ALVES PEREIRA FILHO,M,08/03/1954,84,8,0,32,2,18,0,274521.99000000005,29031.76,42754.83,49047.12,41518.06,42594.78,26126.51,17743.64,6816.73,7094.89,11213.89,579.78,,1107206.7799999998,111659.64,111659.64,111659.64,110105.78,110466.03,110331.21,110331.21,110331.21,110331.21,110331.21,,,33763.0
JOSÉ WELLINGTON ROBERTO,M,19/05/1959,64,27,1,0,10,16,0,360271.30000000005,25689.37,50571.5,45460.46,46200.51,47674.96,32937.83,37926.77,12640.71,33901.72,27267.47,0.0,,1108253.01,111507.89,111507.89,110523.07,107146.56,110382.39,111153.65,111507.89,111507.89,111507.89,111507.89,,,33763.0
